dim 1	dim 2	dim 3	dim 4	dim 5	sample_type	sample	sample_type_binary
0.14948	0.41563	-0.10162	0.11834	0.07354	type 4	sample 2596	good
0.14905	0.41969	-0.06621	0.13202	0.07019	type 4	sample 2597	bad
0.41655	0.33498	0.00226	0.15376	0.07272	type 5	sample 2598	good
0.14697	0.38822	-0.1089	0.10825	0.06874	type 4	sample 2599	bad
0.15386	0.4782	0.02282	0.19482	0.07837	type 1	sample 2600	good
0.40859	0.33822	4e-05	0.15231	0.07439	type 5	sample 2601	bad
0.40981	0.33643	-0.00373	0.15212	0.07223	type 5	sample 2602	bad
0.11363	0.2119	0.01341	0.17193	-0.00725	type 2	sample 2603	bad
0.13934	0.36987	-0.08553	0.12242	0.07841	type 4	sample 2604	good
0.10912	0.20922	0.00696	0.18618	0.11595	type 2	sample 2605	bad
0.15014	0.47909	0.02819	0.1942	0.07252	type 1	sample 2606	good
0.40965	0.33606	-0.00089	0.14749	0.07293	type 5	sample 2607	good
0.15267	0.48099	0.03033	0.19928	0.07272	type 1	sample 2608	good
0.17366	0.45884	0.03267	0.17703	0.07408	type 3	sample 2609	good
0.14898	0.39402	-0.09774	0.11815	0.07074	type 4	sample 2610	good
0.3926	0.34559	0.00314	0.1557	0.07428	type 5	sample 2611	bad
0.15386	0.48027	0.02192	0.1966	0.07841	type 1	sample 2612	good
0.14924	0.39874	-0.10457	0.11644	0.07144	type 4	sample 2613	bad
0.15657	0.47987	0.03189	0.19945	0.07648	type 1	sample 2614	good
0.14558	0.38346	-0.09836	0.1152	0.07715	type 4	sample 2615	bad
0.41619	0.33432	0.00411	0.15099	0.07323	type 5	sample 2616	good
0.15012	0.47963	0.02967	0.19576	0.0743	type 1	sample 2617	good
0.40943	0.33702	0.00123	0.15136	0.07193	type 5	sample 2618	good
0.146	0.37903	-0.11153	0.10648	0.07407	type 4	sample 2619	good
0.15379	0.43024	-0.06886	0.13517	0.07148	type 4	sample 2620	good
0.14394	0.37765	0.08773	0.04712	0.07931	type 3	sample 2621	bad
0.14114	0.36998	-0.08392	0.12347	0.07595	type 4	sample 2622	good
0.1108	0.20515	0.00847	0.18276	0.08493	type 2	sample 2623	bad
0.14783	0.39756	-0.10115	0.11928	0.07366	type 4	sample 2624	good
0.41428	0.335	0.00125	0.15266	0.07471	type 5	sample 2625	bad
0.14469	0.46252	0.03589	0.1918	0.06218	type 1	sample 2626	good
0.11299	0.21213	0.00617	0.18441	0.11773	type 2	sample 2627	bad
0.11491	0.20944	0.00351	0.18541	0.11425	type 2	sample 2628	bad
0.14583	0.38595	-0.10479	0.11432	0.06907	type 4	sample 2629	good
0.14277	0.37902	-0.09987	0.12159	0.07324	type 4	sample 2630	good
0.14386	0.39455	-0.08339	0.12027	0.07377	type 4	sample 2631	bad
0.1486	0.41837	-0.06573	0.13369	0.07138	type 4	sample 2632	good
0.4128	0.33331	0.00064	0.14825	0.07577	type 5	sample 2633	bad
0.14546	0.40255	-0.08406	0.12406	0.07239	type 4	sample 2634	bad
0.14539	0.35662	-0.09693	0.11931	0.07899	type 4	sample 2635	bad
0.39444	0.34066	0.00136	0.1507	0.0763	type 5	sample 2636	bad
0.4119	0.33567	0.00095	0.15288	0.07192	type 5	sample 2637	good
0.15044	0.48021	0.03053	0.19561	0.07209	type 1	sample 2638	good
0.1111	0.21261	0.01753	0.17163	-0.01016	type 2	sample 2639	bad
0.12928	0.36465	0.10765	0.00931	0.08037	type 3	sample 2640	bad
0.14441	0.3926	-0.08822	0.11996	0.07025	type 4	sample 2641	good
0.10882	0.2047	0.0124	0.18544	0.08482	type 2	sample 2642	bad
0.14795	0.40189	-0.09957	0.11506	0.06931	type 4	sample 2643	good
0.3865	0.34839	0.00289	0.15744	0.0727	type 5	sample 2644	good
0.1458	0.41694	0.06845	0.10497	0.07815	type 3	sample 2645	bad
0.40859	0.33804	-0.00157	0.15085	0.07196	type 5	sample 2646	good
0.11302	0.20448	0.00498	0.18981	0.13011	type 2	sample 2647	bad
0.1441	0.39252	-0.09449	0.11744	0.07592	type 4	sample 2648	good
0.10923	0.21089	0.0154	0.17074	-0.00335	type 2	sample 2649	bad
0.14919	0.47915	0.03156	0.19281	0.07078	type 1	sample 2650	good
0.10888	0.20383	0.01107	0.18218	0.07499	type 2	sample 2651	bad
0.11287	0.21432	0.01293	0.17049	-0.00434	type 2	sample 2652	bad
0.11152	0.20557	0.01285	0.18315	0.06777	type 2	sample 2653	bad
0.14792	0.48041	0.03096	0.19864	0.07298	type 1	sample 2654	good
0.14629	0.48119	0.03253	0.19378	0.06935	type 1	sample 2655	good
0.14701	0.39475	-0.10372	0.11708	0.07079	type 4	sample 2656	bad
0.40914	0.3367	-0.00219	0.15252	0.07631	type 5	sample 2657	bad
0.1464	0.48172	0.03285	0.19646	0.07253	type 1	sample 2658	good
0.41341	0.33724	-0.00231	0.14993	0.07282	type 5	sample 2659	good
0.41267	0.33424	-0.00065	0.15065	0.07491	type 5	sample 2660	bad
0.14394	0.46478	0.03528	0.19082	0.06135	type 1	sample 2661	good
0.14962	0.41651	-0.07316	0.12991	0.07281	type 4	sample 2662	good
0.14663	0.39774	-0.1029	0.11562	0.06766	type 4	sample 2663	bad
0.14888	0.48084	0.03025	0.19453	0.07453	type 1	sample 2664	good
0.14755	0.39138	-0.09483	0.1201	0.07452	type 4	sample 2665	good
0.14824	0.38992	-0.09155	0.11647	0.0692	type 4	sample 2666	bad
0.14625	0.38701	-0.10586	0.11139	0.07343	type 4	sample 2667	good
0.11291	0.21123	0.00568	0.1874	0.11557	type 2	sample 2668	bad
0.11017	0.21447	0.01425	0.17577	0.04367	type 2	sample 2669	bad
0.41612	0.33317	-0.00088	0.14931	0.07104	type 5	sample 2670	bad
0.11089	0.20571	0.00732	0.19073	0.13296	type 2	sample 2671	bad
0.14671	0.4105	-0.07686	0.12843	0.07121	type 4	sample 2672	good
0.14551	0.37648	-0.09087	0.12181	0.07316	type 4	sample 2673	good
0.11076	0.20616	0.00549	0.18854	0.13179	type 2	sample 2674	bad
0.14765	0.48249	0.02976	0.19624	0.07253	type 1	sample 2675	good
0.14168	0.46333	0.03524	0.1895	0.06208	type 1	sample 2676	good
0.15423	0.41901	-0.08983	0.12441	0.0684	type 4	sample 2677	good
0.14797	0.38587	-0.10052	0.11375	0.07346	type 4	sample 2678	bad
0.14507	0.48282	0.03018	0.19399	0.07302	type 1	sample 2679	good
0.10901	0.20655	0.00965	0.18848	0.12963	type 2	sample 2680	bad
0.37968	0.35372	0.0051	0.15559	0.07414	type 5	sample 2681	bad
0.1465	0.4793	0.03142	0.19437	0.07179	type 1	sample 2682	good
0.39621	0.33953	-0.00193	0.15184	0.07306	type 5	sample 2683	good
0.41501	0.33397	-0.00066	0.14877	0.07149	type 5	sample 2684	good
0.41406	0.33576	-0.00056	0.14984	0.07409	type 5	sample 2685	bad
0.14947	0.40731	-0.09021	0.12203	0.06813	type 4	sample 2686	good
0.14645	0.38303	-0.11332	0.10709	0.07054	type 4	sample 2687	bad
0.15274	0.4792	0.02188	0.19739	0.07707	type 1	sample 2688	good
0.14207	0.36068	-0.09595	0.11623	0.07511	type 4	sample 2689	good
0.15354	0.48133	0.02629	0.19527	0.07616	type 1	sample 2690	good
0.14883	0.40795	-0.09039	0.12249	0.06793	type 4	sample 2691	good
0.39894	0.34124	0.00025	0.15182	0.07171	type 5	sample 2692	good
0.10916	0.20347	0.01344	0.18035	0.06401	type 2	sample 2693	bad
0.17035	0.3972	0.06968	0.09247	0.07601	type 3	sample 2694	bad
0.1094	0.20776	0.01392	0.18264	0.07273	type 2	sample 2695	bad
0.15129	0.38707	-0.10997	0.11335	0.07484	type 4	sample 2696	good
0.14752	0.39849	-0.10458	0.11457	0.06887	type 4	sample 2697	good
0.39963	0.3375	-0.00206	0.15038	0.07358	type 5	sample 2698	good
0.11141	0.20429	0.00915	0.18172	0.071	type 2	sample 2699	bad
0.14694	0.39011	-0.10468	0.11328	0.06855	type 4	sample 2700	bad
0.15203	0.47894	0.02416	0.19497	0.07779	type 1	sample 2701	good
0.41304	0.33341	0.00154	0.15157	0.07221	type 5	sample 2702	good
0.1111	0.20531	0.01519	0.1818	0.05956	type 2	sample 2703	bad
0.11107	0.21169	0.01969	0.17588	0.04071	type 2	sample 2704	bad
0.14779	0.42485	-0.05703	0.13597	0.07464	type 4	sample 2705	good
0.14353	0.37509	-0.09495	0.12169	0.07825	type 4	sample 2706	bad
0.1479	0.39129	-0.10561	0.11245	0.07238	type 4	sample 2707	bad
0.14239	0.36349	-0.08777	0.12031	0.07643	type 4	sample 2708	bad
0.14437	0.37184	-0.09069	0.12135	0.07687	type 4	sample 2709	good
0.15397	0.4837	0.03618	0.20182	0.07813	type 1	sample 2710	good
0.41042	0.33459	-0.00118	0.14766	0.07297	type 5	sample 2711	good
0.14807	0.48204	0.03073	0.19584	0.07019	type 1	sample 2712	good
0.15946	0.44791	0.04599	0.15413	0.07643	type 3	sample 2713	good
0.41363	0.33273	-0.00063	0.15217	0.07338	type 5	sample 2714	good
0.41597	0.33469	0.00215	0.14986	0.07017	type 5	sample 2715	bad
0.14758	0.41083	-0.08907	0.12356	0.07244	type 4	sample 2716	bad
0.1507	0.42442	-0.07171	0.12667	0.06958	type 4	sample 2717	bad
0.14571	0.37045	-0.11427	0.10432	0.07769	type 4	sample 2718	good
0.17797	0.44555	0.04246	0.16295	0.07794	type 3	sample 2719	bad
0.14853	0.39724	-0.09506	0.11512	0.07286	type 4	sample 2720	good
0.14992	0.39963	-0.10118	0.11358	0.07361	type 4	sample 2721	good
0.14812	0.41889	-0.06415	0.13409	0.0749	type 4	sample 2722	good
0.1097	0.20414	0.01401	0.18069	0.07915	type 2	sample 2723	bad
0.19178	0.42199	0.04471	0.13847	0.0806	type 3	sample 2724	bad
0.14526	0.37965	-0.10743	0.11132	0.07903	type 4	sample 2725	bad
0.14765	0.39668	-0.10146	0.11327	0.07464	type 4	sample 2726	bad
0.41173	0.33392	-0.00238	0.15068	0.07328	type 5	sample 2727	bad
0.11405	0.32598	0.1312	-0.04688	0.08215	type 3	sample 2728	good
0.40651	0.33918	-0.00071	0.15026	0.07233	type 5	sample 2729	bad
0.15016	0.38644	-0.10622	0.11492	0.07471	type 4	sample 2730	bad
0.14607	0.4032	-0.08765	0.12248	0.07244	type 4	sample 2731	bad
0.14927	0.4043	-0.09064	0.11987	0.07075	type 4	sample 2732	good
0.40883	0.3366	-0.00265	0.1516	0.07285	type 5	sample 2733	good
0.41124	0.33546	-0.00146	0.14931	0.07302	type 5	sample 2734	good
0.41126	0.33397	-0.00166	0.15182	0.07374	type 5	sample 2735	bad
0.11374	0.3219	0.13998	-0.05994	0.08251	type 3	sample 2736	good
0.10965	0.20622	0.00654	0.18647	0.12582	type 2	sample 2737	bad
0.14683	0.38759	-0.12557	0.09855	0.07692	type 4	sample 2738	good
0.1459	0.48626	0.03005	0.19748	0.0733	type 1	sample 2739	good
0.14383	0.37416	-0.11542	0.10864	0.07304	type 4	sample 2740	bad
0.14953	0.41758	-0.07729	0.12664	0.06956	type 4	sample 2741	bad
0.4136	0.33588	-0.00046	0.15253	0.07006	type 5	sample 2742	bad
0.1098	0.20913	0.0018	0.1841	0.12594	type 2	sample 2743	bad
0.14808	0.4802	0.03282	0.19425	0.07665	type 1	sample 2744	good
0.40727	0.33806	-0.0002	0.15023	0.0728	type 5	sample 2745	good
0.4083	0.33965	-0.00204	0.15367	0.0728	type 5	sample 2746	bad
0.1464	0.37679	-0.11502	0.10709	0.06919	type 4	sample 2747	bad
0.14312	0.37814	-0.08508	0.1206	0.07235	type 4	sample 2748	bad
0.15369	0.48023	0.02505	0.196	0.07722	type 1	sample 2749	good
